,Query,Text,Tweet Sentiment,Created At,ID,Hashtags,User Name,Retweet Count,Favorite Count,User Description,User Sentiment,Follower Count,Verified?,Replies,Reply Sentiment
6,police brutality,@CaveManNOhio @SonequaMG @LSaintVictor What false narrative? I said that they killed children. That's objectively t… https://t.co/YLFP68vMhb,-0.6705,2020-06-17 06:32:07,1273141354391093249,[],Serena Sallow,0,0,"Your token overly optimistic disabled Mom friend. 🌺 ✨ 24. She/her. Writer. Married to my best friend, @vexx32. Love only beyond this point!",-0.6705,156,False,"[""@CaveManNOhio @SonequaMG @LSaintVictor I don't believe they weren't innocent but you know, I'll give you the benefi… https://t.co/js2ayGQlbt""]",-0.1326
7,police brutality,"BLINDSPOTTING: Intense, electrifying, and magnificent. Daveed Diggs gives a tour de force performance. It's more th… https://t.co/GACeIZ5Igf",0.6369,2020-06-17 06:30:19,1273140900135395336,[],Benjamin Abaya,0,0,I have absolutely no idea what I’m doing.,0.6369,204,False,"[""Anyway, there's so much to say but I need to sleep.""]",0.0
8,police brutality,@angiexpantoja @Daesj_E @LongLiveJuice @skaijackson Excuses? Bro had a gun you can see it on him in the live fuck S… https://t.co/LJnxqU6Uxd,-0.7096,2020-06-17 06:29:55,1273140800189345795,[],angel,0,0,stop lookin through ma shit hoe,-0.7096,14,False,['@mypeepeenotbig @Daesj_E @LongLiveJuice @skaijackson literal eye witnesses to the murder said that he was on the gr… https://t.co/g2LPnM36AA'],-0.6908
9,police brutality,@jermit_ @CatholicCavema1 @LoserWithTwitte @Fed_up___ @_chstp @Breaking911 If you want to argue that police brutali… https://t.co/SeN0MKVPFG,-0.2732,2020-06-17 06:29:40,1273140737664745472,[],coconut,0,0,,-0.2732,28,False,"['@coconutdeath @CatholicCavema1 @LoserWithTwitte @Fed_up___ @_chstp @Breaking911 (2)Also whites make up 65%+ of the… https://t.co/W0DQISTAMk', '@coconutdeath @CatholicCavema1 @LoserWithTwitte @Fed_up___ @_chstp @Breaking911 (1)I always enjoy whites telling bl… https://t.co/ZkxyFQUwek']",0.24695
10,police brutality,"@nia_figs Same, I’m learning &amp; trying to understand all of it as well, b/c it’s deeper than police brutality. This… https://t.co/Jb5ifCmpk5",-0.4404,2020-06-17 06:29:34,1273140713199452161,[],TheAnswerIsNo,0,1,,-0.4404,3017,False,['@thebabydoll__ Right!!!! And it’s so much to learn and grasp. There’s so many nuances perspectives etc. it’s a lot… https://t.co/zVqp3qyzMW'],0.0
11,police brutality,"@HaymarketH @spectee_news @TheRealCoryElia On a related note, have you seen the anti police brutality protests that… https://t.co/okK3etKgsA",-0.802,2020-06-17 06:28:20,1273140402300891154,[],bean,0,0,"🔞 • I used to mostly shitpost and talk about video games, but... No justice, no peace. • https://t.co/M4wuZ7Jf1E",-0.802,111,False,"[""@DormantLime @spectee_news @TheRealCoryElia #abolition must be international, per the Dream Defenders' teleclass la… https://t.co/3yCniLtfTu""]",0.3182
12,police brutality,"@zoom_zoomer @LoudCitizen @CarpeDonktum It’s four cops in the #BreonnaTaylor killing alone, and if think the two ca… https://t.co/5VoYPaOmrz",-0.7506,2020-06-17 06:25:54,1273139791333384192,"[{'text': 'BreonnaTaylor', 'indices': [62, 76]}]",Lionel,0,0,Horror. Metal. Jokes,-0.7506,9,False,['@the_cosgroves @LoudCitizen @CarpeDonktum Most cops don’t so police brutality'],-0.6461
13,police brutality,@AnotherDeadPhox @RobitJizz the problem is that they're squeezing every single problem into this one incident. this… https://t.co/pFJzZW8Ljo,-0.6597,2020-06-17 06:25:32,1273139698081431553,[],Cat with Pants,0,0,living bruh moment,-0.6597,10,False,"['@PantswithCat1 If you honestly think it was only this ""one"" incident, you\'re either willfully ignorant, or actually stupid.']",-0.3612
14,police brutality,The UNHRCl will today hear an urgent debate into racism and police brutality. According to a draft resolution. Afri… https://t.co/S79crBAwwy,-0.8074,2020-06-17 06:24:46,1273139506661806082,[],SAfm news,4,2,"SAfm - Leading the conversation!
For news highlights and updates.",-0.8074,552739,False,['@SAfmnews Marikana issue is it on the table'],0.0
15,police brutality,"@monicerrs_ They do, and that’s valid and no one deserves to receive hate of any kind but it isn’t comparable to wh… https://t.co/SaeUibazC1",-0.1901,2020-06-17 06:24:23,1273139406795309060,[],izzie ✿ lesbians against dc comics,0,1,“#LUKESKYWALKER: the devil works hard but the barbz work harder.” Trilla Suduri’s #1 simp #BlackLivesMatter,-0.1901,838,False,"[""@sithcatra First off, they are lgbtqia+. Just because they don't receive the exact same form of oppression doesn't… https://t.co/xQrQXYiPyK""]",0.0
16,police brutality,@PLoyalties Being fetishized for perceived hypermasculinity is dangerous hence the current situation around police… https://t.co/EwkNiih2Vv,-0.4767,2020-06-17 06:24:14,1273139369327689729,[],Clermont Triplet,0,1,"Everything I'm not, made me everything I am",-0.4767,916,False,"['@vibecalledqvest Mixed race grandchildren in London ( UK ) are desperate to get them out of London b4 they’re teena… https://t.co/5SPygXFDiF', '@vibecalledqvest I really believe you’ve hit the nail on the head ; the perception of black men as powerful , physi… https://t.co/a93AnMiX6s']",0.05165
17,police brutality,Im playing COD and these yt ass mfs in game chat are talking about the state of police brutality and im weaaak,-0.7717,2020-06-17 06:24:11,1273139359403913222,[],🌬§ Drew the Airbender,0,1,🌼Boulder ‘22 🌺 Civil Engineering 🌸https://t.co/FsXy0WgoDg,-0.7717,149,False,['@idc_andrew It’s been bothering me that so many people are suddenly playing w the police operators too'],-0.2023
0,protests,Go to the juice bar this morning and a man no-mask no-hands SNEEZES on me. Went to two whole  #blacklivesmatter  pr… https://t.co/2Zl6fIIBj1,0.0,2020-06-17 16:16:02,1273288300439224320,"[{'text': 'blacklivesmatter', 'indices': [94, 111]}]",Laura Krivickas💫,0,0,Paralegal. FAMU Law 1L. UCF Alum. Political nerd. Activist. Lover of all things recyclable. Wannabe vegetarian. Advocate for underserved communities. #StayWoke,0.0,387,False,"[""WHAT IS NOT PRODUCTIVE: disregarding people's feelings altogether, and telling the  #blacklivesmatter movement that… https://t.co/udaJ3HIH1H""]",0.1695
1,protests,"@jaftwit @charliekirk11 Then why, despite 2 weeks of peaceful protests, were people still referring to us as ""riote… https://t.co/BTptUaheiM",0.3182,2020-06-17 16:15:42,1273288217589018625,[],Shoeless Joe,0,1,"Stay safe. Stay positive. Stay strong.
The revolution will not be televised. It's being live streamed.

#CapitolHillOccupationZone",0.3182,348,False,['@JoeJackson206 @jaftwit @charliekirk11 Then what the fuck is this?\nhttps://t.co/WOkMpISGk2'],-0.5423
2,protests,@kathyb5783 @StevenTDennis @GregAbbott_TX @realDonaldTrump So massive protests in Austin and Houston didn’t have an… https://t.co/VjU5cu4xKL,-0.2911,2020-06-17 16:15:38,1273288202762231815,[],Insider,0,0,Covering everything in Iran! US citizen born in Iran. #براندازم‌ Phd in eng. & consultant! Animal lover!,-0.2911,1491,False,"[""@InsideIran_24 @StevenTDennis @GregAbbott_TX @realDonaldTrump If they weren't wearing masks""]",0.0
3,protests,"@account_kawhi @oricadia1 I don’t expect them to say shit, I just wanted them to show solidarity with the protestor… https://t.co/xKllEzbV3N",-0.34,2020-06-17 16:15:13,1273288096176635905,[],Mr. Fantastic,0,0,🇸🇳/🇰🇳 🇺🇸 Hip Hop🎤 - Gaming 🎮 - Politics 🏛 - Gemini ♊️ SUBSCRIBE to my GAMING CHANNEL below ⬇️ 🌹,-0.34,721,False,['@ltrain87x @account_kawhi I get it and for the matter of it I respect your opinion of the situation. But the proble… https://t.co/Jipnqx7D38'],0.2732
4,protests,@Matt_Cates @UliGee @AtomicSyzygy @latimes @Barnes_Law Even the book of Mormon is all about race. The black people… https://t.co/cdVYrGzLrO,0.0,2020-06-17 16:15:13,1273288095207579648,[],critworld2020,0,0,Old Wise Man,0.0,31,False,"[""@critworld2020 @UliGee @AtomicSyzygy @latimes @Barnes_Law I'm a *Mormon* now??\nYou need help. Seriously.""]",0.3313
5,protests,The shooting sparked new demonstrations in Georgia’s capital after the sometimes turbulent protests that erupted in… https://t.co/dsviJcBxBC,-0.2263,2020-06-17 16:15:00,1273288042061737984,[],News4JAX,1,0,News4JAX is the most trusted source for local news in Northeast Florida and Southeast Georgia.,-0.2263,180548,True,"[""@wjxt4 Important Info for anyone not aware: Brooks was drunk driving, passed out in Wendy's drive thru, failed sobr… https://t.co/s7vXZ9fZ4c""]",-0.5994
6,protests,"@Domie109 The spike seen in Florida isn't ubiquitous across all states with BLM protests, but also, what the hell d… https://t.co/ni7lucDWuc",-0.8338,2020-06-17 16:14:54,1273288018372198405,[],Austin BLACK LIVES MATTER Piedra,0,0,Filmmaker and artist with a tendency to burst into song. Will accept sushi as payment.,-0.8338,104,False,"['@ChonnyStone So you are being oblivious to facts, ok. Have a great day.']",0.6249
0,acab,"went with ""all protestors are rioters"". Even the idiot POTUS did not say that and only said peaceful protestors are… https://t.co/gUdDAOxMBY",-0.0258,2020-06-17 16:31:09,1273292105646039040,[],Jernau Morat Gurgeh,0,0,Idiot yet intellectual,-0.0258,10,False,"[""Of course there are bad cops. Of course there are good cops. This is not the fucking KKK. They don't have an evil a… https://t.co/3VYWfrsvIF""]",0.4434
1,acab,"but if you're &gt;25 and one of the people incessantly commenting that ""all cops are bastards"" #ACAB , take a seat, ea… https://t.co/aKsbC17dOy",-0.7579,2020-06-17 16:31:09,1273292104551354370,"[{'text': 'ACAB', 'indices': [95, 100]}]",Jernau Morat Gurgeh,0,0,Idiot yet intellectual,-0.7579,10,False,"['went with ""all protestors are rioters"". Even the idiot POTUS did not say that and only said peaceful protestors are… https://t.co/gUdDAOxMBY']",-0.0258
2,acab,@kendizzle88 You wouldn’t believe how mad cops would be because I didn’t give them a free coffee lol. Most of the p… https://t.co/HeExIl9iFa,0.4404,2020-06-17 16:30:25,1273291923655061504,[],get in the zone: autonomous zone,0,2,oh shit it’s doug // BLM,0.4404,94,False,['@__filenotfound Hahaha nice. They deserve nothing good.'],0.6116
3,acab,"omg she’s nervous to get an egg mcmuffin :(((( now imagine how black people feel when a cop is remotely nearby, btw… https://t.co/m4Y1Hxkadj",-0.2732,2020-06-17 16:30:06,1273291843141283843,[],aya,0,2,free palestine,-0.2732,180,False,['@ayafxres when she can’t get an egg mcmuffin 😭'],-0.4767
4,acab,@diegobutpuppy THE ANTI ACAB TRISH ONE,-0.4648,2020-06-17 16:26:33,1273290948374679554,[],prosciuttos scratched apollo xxl cd,0,1,i’m back !! icon and layout by @M00DYBLUEZZ,-0.4648,733,False,['@abbacchiostan69 JDJDJDJD YEA ESPECIALLY THAT ONE'],0.0
5,acab,"the audacity to co-opt acab and the blm movement, which protests systemic racism and the murder of black people, is… https://t.co/Abo6kKnIHH",-0.8934,2020-06-17 16:25:42,1273290733857001472,[],sage ⚢ חֲנִינָה,0,5,femme lesbian. butch defense squad. bitches and butches please interact. #blacklivesmatter,-0.8934,106,False,"[""to compare hesbians to COPS. i wish i could say i can't believe this shit but i absolutely can because y'all are another breed of disgusting""]",-0.7488
6,acab,@Bendigo95045479 @reidisdoodling @GatorsDaily Which means ACAB in gator language,0.0,2020-06-17 16:24:27,1273290420429045765,[],Kuro the cat says down with the government,1,9,"he/him, cis straight male boio. I treat everyone as equal until they prove themselves otherwise. cats are better than people generally however. ACAB, BLM",0.0,45,False,"['@Roboboat3 @reidisdoodling @GatorsDaily Liar\n\nI speak gator\nThey say ""Chimkn nugger""']",-0.5106
7,acab,"ACAB means All Cops Are Bastards, not ""Arrest Cops As [I] Beg.""",-0.4523,2020-06-17 16:24:24,1273290406403465218,[],powerelectronics_gf,1,2,1988-reek_of_putrefaction-carcass.flac,-0.4523,476,False,['@qveeraskvlt lmfaooooo'],0.0
8,acab,sometimes I will learn the cat is there because the books near my head as I sit at my desk suddenly shift outward a… https://t.co/i67PZy239Z,0.0,2020-06-17 16:24:13,1273290361822162944,[],insurrection summer,0,4,"This is probably a bad idea.

Co-host of Cerise and Vicky Rank the Movies @CeriseandVicky

Author In Defense of Looting, Bold Type, August 2020.",0.0,3772,False,"[""@Vicky_ACAB I mean, are you certain your cat isn't a ghost?""]",0.47
9,acab,@HVilmes @EyeEyeCap @Chinchillazllla @tkag2020_ann @McDonalds I think to better understand 'acab' know the the b do… https://t.co/r9qyWJHny7,0.4404,2020-06-17 16:23:37,1273290212022468608,[],itsme_sanchy,0,2,"BLM 
DEFUND 12 
📍vegas",0.4404,4,False,"['@HVilmes @EyeEyeCap @Chinchillazllla @tkag2020_ann @McDonalds therefore all cops are bastards as because ""they serv… https://t.co/HkhH2UhVIt']",-0.6124
10,acab,"@scaareddd ACAB is counter productive, it’s not blaming the system it’s blaming the people who work for the system,… https://t.co/WrgPAteFEB",-0.1461,2020-06-17 16:23:20,1273290140300054530,[],Zambuzu,0,0,,-0.1461,867,False,"['@zambuzu DUDE? Ive explained what it means, its about the system mainly but how the individual feeds into the corru… https://t.co/KfqukgJ0eK']",0.0
11,acab,"@Chris_j703 @Jiggabuu2 @KennyLggins4evr @raithio @tkag2020_ann @McDonalds So a cop being normal, doing their job co… https://t.co/5VIUPcq08c",0.0,2020-06-17 16:21:16,1273289620374073346,[],Adja 🖕🏾,0,1,Ivy League and gorgeous - ACAB BLM,0.0,113,False,"[""@adjadjadjadja @Jiggabuu2 @KennyLggins4evr @raithio @tkag2020_ann @McDonalds No, it doesn't deserve extra praise, i… https://t.co/l2RRzlHD45""]",-0.4449
0,george floyd,https://t.co/nqMGN5Q5ms @usnews Like Malcolm X was gettin' ready to do before he was assassinated.... “I am my brot… https://t.co/e1MG2Val54,0.6124,2020-06-17 16:55:29,1273298230420307969,[],Dennis Teall-Fleming,0,0,"Child of God, Disciple of Jesus Christ, Husband to Liz, Father of 4, Bipolar Warrior, Recovering Asshole, Religion Professor",0.6124,396,False,['asking you to help him. I am asking you to help me. I am asking you to help us: Black people in America.” Philonese… https://t.co/lrdsvyRVXj'],0.7964
1,george floyd,Pt. 4 Dutch bros employees were told not to wear black lives matter gear to work after an employee wore a mask that… https://t.co/klD5hEuSti,0.0258,2020-06-17 16:53:36,1273297757684371456,[],abolish police,0,0,black lives fucking matter,0.0258,408,False,['Pt5 Dutch bros as shown over and over again they don’t care about their black employees or how comfortable they fee… https://t.co/qMlJLnh1hQ'],0.7579
2,george floyd,People are losing their lives and you’re crying over McMuffin. Did you cry over George Floyd that your colleague ki… https://t.co/TBDi7maEHo,-0.8316,2020-06-17 16:53:32,1273297737686102018,[],Adaeze.,0,0,,-0.8316,511,False,"['No, you are crying over food. Bastard. I hope you choke on that McMuffin and that coffee burns your tastebuds forever.']",-0.802
3,george floyd,"Add this piece to your reading list for today. The lede: ""Officers of the state conduct a public lynching. Cities e… https://t.co/igR1pTlDTa",0.0,2020-06-17 16:52:33,1273297492801511425,[],Karin Power,1,0,State Representative (OR-District 41) and queer mom. 🏳️‍🌈 She/her/hers. Adventures in parenting & politics. Choose to fight only righteous fights.,0.0,2730,False,"['""This serves a dual purpose: It sets a bar for legitimate protest that few human beings can clear. And it discredit… https://t.co/XfiQ8ho3ES']",0.1531
4,george floyd,@SanGringoCorp @reeembean @BryJ42 @KSolomon151 @Vicky632501 @tkag2020_ann @EinsteinsMagic @McDonalds you know who e… https://t.co/iJlPQm886w,0.0,2020-06-17 16:52:27,1273297468504125440,[],em,0,1,i’ll light myself on fire pls,0.0,241,False,"['@SanGringoCorp @reeembean @BryJ42 @KSolomon151 @Vicky632501 @tkag2020_ann @EinsteinsMagic @McDonalds but yeah, sayi… https://t.co/ucFm1vnKr5']",0.4215
5,george floyd,The racist state murder of George Floyd has sparked a spontaneous protest movement in the US and globally. For many… https://t.co/MEia03JdLJ,-0.8934,2020-06-17 16:52:19,1273297433699770368,[],Socialist Party,2,1,The Socialist Party is an anti-capitalist socialist organisation that stands for breaking with a capitalist system that is built on inequality and oppression.,-0.8934,10297,True,"['Racism, sexism, economic exploitation, homophobia, transphobia and the destruction of our climate are all examples… https://t.co/AzTAAqayPl']",-0.8316
6,george floyd,Why do big Democratic cities fail so often at police reform? | Opinion https://t.co/VNF803zVAp,-0.5423,2020-06-17 16:52:05,1273297374467719168,[],The Philadelphia Inquirer,0,2,"The Philadelphia Inquirer is your front-row seat to the Greater Philadelphia region. You can support local, impactful journalism at https://t.co/Dw4BC5NdNs.",-0.5423,406109,True,"['@PhillyInquirer The propaganda from the inquirer since the start of coronavirus has been incredible', '@PhillyInquirer Corruption from top to bottom. Greed and Avarice.', '@PhillyInquirer BECAUSE LEFTISM IS A CANCER https://t.co/x0RrBIGEH9', '@PhillyInquirer They fail at everything', '@PhillyInquirer 🤡']",-0.34965999999999997
